id,width,length
112,23.56927848,4.285034199
113,58.99968786,43.43618614
114,63.49482186,4.60172089
115,35.97443047,12.74299646
116,45.73200795,21.66896803
117,89.05784021,47.42978948
118,68.255586,54.34888322
119,54.93365149,86.55760453
120,40.60145737,90.2201556
121,72.13037467,19.30648194
122,83.57670996,40.38933154
123,91.8995763,86.01147766
124,36.7345329,56.32505686
125,35.46456831,82.17718281
126,51.42585467,43.86860801
127,44.69129042,33.95386185
128,55.21979485,21.5182852
129,99.62399083,1.462921501
130,95.03652461,72.74815949
131,42.41566181,58.77602774
132,49.2331734,83.839781
133,59.5166599,43.3544914
134,56.45863955,77.83637477
135,62.32342704,32.23647353
136,79.72171356,7.046759246
137,25.74623341,97.38917061
138,13.26705125,61.15175417
139,49.35443189,95.52308739
140,99.5128034,25.38206497
141,47.76345648,63.46623084
142,42.08506342,81.04844582
143,30.3021318,85.79165544
144,55.75720233,26.70867111
145,27.26021243,72.77946959
146,21.46526384,44.2185662
147,19.06877101,82.5721068
148,18.53776947,32.54847549
149,92.08943263,5.94346567
150,72.28871168,71.91126982
151,60.97557074,84.98257451
152,55.4497584,39.98375918
153,67.45151741,73.4575149
154,68.94379994,54.86598882
155,87.78258982,0.501533312
156,59.52586744,94.0254818
157,99.33451894,92.55012213
158,56.65341801,28.96730181
159,72.12140107,24.15725891
160,11.31029766,29.40877404
161,5.894544329,62.28444146
162,24.83154042,83.58590267
163,37.08430087,27.598752
164,92.54187928,57.42650982
165,53.97018137,32.98233493
166,57.5567736,42.16568991
167,80.17079524,83.98652222
168,96.13709557,2.31870914
169,25.74849622,1.169816107
170,91.89110867,9.82511515
171,6.588830998,52.31813737
172,74.36534901,2.843450468
173,20.64117883,3.852000965
174,10.12774435,84.28671024
175,57.59516906,89.00788784
176,3.052306535,96.58330463
177,14.5558925,51.09671254
178,50.02709029,98.72786035
179,33.6048525,17.632046
180,86.80936821,38.62909788
181,20.33614011,72.3019727
182,72.19218736,70.54463834
183,12.97258498,23.62224941
184,78.57434235,0.25208149
185,6.65623045,36.103696
186,8.995303476,98.71087249
187,83.88443062,5.562195113
188,0.917232196,0.088561222
189,86.32644898,52.30116954
190,42.97383546,71.07081094
191,41.43995372,51.49446233
192,90.25699903,93.29238707
193,45.57705375,10.88481805
194,92.29973432,41.84146895
195,48.28106912,68.64396628
196,14.30055013,22.13371409
197,99.59838148,70.69165468
198,21.07463067,77.29940136
199,99.67198024,92.53074881
200,97.71006172,40.17707404
201,75.86691478,83.50507794
202,13.96381738,96.78285959
203,37.89704188,7.058140813
204,85.19112052,70.0967267
205,92.40994542,62.3581212
206,72.93688938,37.56888285
207,11.96522031,92.19808367
208,78.99317467,21.60289708
209,87.03747816,14.09492064
210,30.27144643,74.83668557
211,94.80449115,20.92527203
212,18.92263759,64.43088921
213,75.30288998,23.02048728
214,64.48260382,32.4896435
215,28.02177092,24.1963448
216,25.55050396,86.38247633
217,33.417213,42.69864231
218,51.72544791,8.277459941
219,44.32776598,60.59715504
220,7.703664555,21.31150806
221,55.88323566,84.78559139
222,28.98221003,49.01009603
223,6.145564223,61.47885488
224,82.77172175,58.75553158
225,61.69350983,71.37614008
226,94.23094006,20.60544351
227,66.57845658,93.93139439
228,25.03131016,30.85380121
229,80.50849233,81.68678496
230,59.53940547,63.81952476
231,51.36222475,66.62767628
232,84.78995775,58.27120593
233,26.04489771,97.30855947
234,50.57730964,50.80422926
235,52.84175283,29.15141727
236,12.11895114,62.81739045
237,41.05230916,28.73064764
238,79.23431624,98.41386058
239,47.3055525,91.63774698
240,52.07090559,27.27026031
241,0.16597471,41.75328164
242,14.60564301,45.8848571
243,56.20293548,55.04715138
244,48.49638638,74.66742623
245,72.26639384,30.65448369
246,91.44562717,95.58852672
247,37.23928385,85.59616398
248,36.77142696,54.89787823
249,48.89248118,8.965043555
250,96.37016892,62.78712232
251,38.75650348,57.99468311
252,35.90235974,8.724155335
253,81.29947847,39.54990712
254,60.95026915,50.77353851
255,41.99937728,99.52431617
256,16.12020145,41.34876066
257,88.07219448,21.24905891
258,12.13563845,81.41712327
259,11.0619627,38.71092155
260,75.38490935,48.74387795
261,59.1597445,26.19698468
262,17.52234652,38.57925349
263,9.613954697,86.84504702
264,92.42098608,66.02741196
265,3.971974275,65.43470001
266,34.57384083,92.14860199
267,79.63753716,42.58130367
268,32.26069578,66.76880368
269,62.58200735,14.58471847
270,96.81734403,91.76727131
271,53.16246687,25.08941662
272,57.05401942,53.3778231
273,74.81378111,53.04287096
274,53.82753651,67.81414007
275,20.97885511,92.96062341
276,18.62854697,86.93256139
277,42.72001982,36.97698984
278,77.98929965,28.65249879
279,1.532643451,60.91149058
280,40.64291742,62.71591399
281,89.21152068,60.62596663
282,89.75383064,76.02058697
283,75.91393436,9.252749751
284,11.79399582,58.466794
285,80.26167092,65.26636808
286,98.68956347,79.22814364
287,12.80256642,7.942599866
288,81.88542309,51.54156719
289,7.722910848,81.57417472
290,44.08476314,22.55491638
291,12.51015587,9.601178819
292,77.70990423,67.91999413
293,65.40305252,18.69213438
294,3.450445229,1.759696586
295,42.03600437,0.313221369
296,67.4979301,73.92473771
297,6.518999662,30.20644224
298,19.56795013,73.52517861
299,95.31245026,49.30658209
300,13.06803126,38.30841658
301,5.508166086,16.26698703
302,72.99444095,40.80157492
303,72.20216343,0.258986795
304,48.62404344,13.41924586
305,12.23633398,54.00126334
306,16.75859134,0.975346616
307,60.36858933,24.53048834
308,35.56190365,21.07497024
309,78.65054857,35.90175002
310,23.88635806,60.79642476
311,6.796087302,27.83128341
312,34.61554027,56.61651718
313,27.72760293,28.71286033
314,71.82730611,68.38460524
315,81.77516743,80.42746303
316,79.46945461,34.10509307
317,13.66487701,36.54003155
318,22.7534755,87.67459881
319,14.05442751,12.63009516
320,4.657599296,68.05589465
321,17.70251724,72.57024169
322,7.51520429,81.29141945
323,48.01903529,22.91139986
324,94.80234194,39.57762685
325,42.27683138,69.44332359
326,22.04112327,34.48664442
327,22.70804621,50.61103247
328,1.178003327,53.24970687
329,5.670745943,14.58048295
330,5.768605933,98.94377572
331,91.68609838,74.29156878
332,50.87524069,26.94505089
333,21.52611584,62.45085516
334,6.640014378,13.47868712
335,55.12507458,3.436278987
336,19.60106059,84.66950912
337,71.14286801,47.36385843
338,86.86081513,60.60382396
339,81.03726848,10.42781352
340,42.96257893,57.65765639
341,25.81396564,19.46619312
342,85.08243769,7.568821449
343,89.00442914,83.29732652
344,65.90611978,55.3479148
345,82.3371435,43.62520026
346,20.18439177,23.08851126
347,66.40227901,60.90766155
348,7.879721678,38.50915011
349,9.602815754,36.39206873
350,80.15580064,88.45351422
351,66.34718876,37.58345143
352,3.867262785,15.74619497
353,39.16553684,17.67935799
354,17.9340484,83.14925921
355,65.90240607,28.98061276
356,67.76405162,25.44877989
357,33.72313421,74.64664192
358,77.05833175,60.0582459
359,58.39784966,10.21473346
360,50.55332779,41.28717702
361,0.76647664,94.69743476
362,81.25187557,99.89419397
363,56.7806143,27.10795573
364,72.27379321,85.55740829
365,18.17079308,0.168276836
366,68.20749762,13.59477849
367,4.972141559,99.45978311
368,68.501011,57.98038452
369,33.60412297,35.36822194
370,81.09756014,18.04403596
371,48.02309851,16.72433811
372,26.35071513,66.0050948
373,19.14769237,18.616249
374,83.71466816,0.177703952
375,84.8623742,69.44834774
376,1.446507904,13.88133701
377,1.365728105,44.32058021
378,95.17738678,5.594868221
379,31.77429237,43.48422022
380,58.48450313,65.35865479
381,28.21884351,42.26974728
382,62.32077486,60.45222627
383,36.38978507,18.46526917
384,40.66215321,45.433447
385,52.10480017,37.96499372
386,76.43232369,82.6883501
387,46.52423425,55.53934102
388,50.98173493,24.59888641
389,50.14958071,17.46374893
390,37.22646156,15.43448158
391,96.17851106,63.20234164
392,67.91581163,49.03500758
393,53.71589527,28.90915205
394,1.476268477,43.61126705
395,71.6334918,55.54146731
396,0.543334594,98.48846675
397,84.2407495,54.15472704
398,46.61825021,48.40394367
399,10.65353114,37.19372893
400,77.0451701,16.2774461
401,7.623360387,15.07952484
402,96.95682613,62.13681819
403,49.57360328,11.91561909
404,79.40900561,50.45073058
405,50.87628008,24.59569463
406,38.16479048,98.22988284
407,38.67853107,3.049350239
408,44.85092508,9.799342182
409,40.77965075,69.68433662
410,0.42881862,66.06114958
411,85.53219084,72.1310854
412,60.80047204,58.34282757
413,56.92316444,71.54807198
414,80.09298751,85.26461027
415,96.11765811,52.05413652
416,77.53741819,28.9863709
417,72.28491783,84.14909318
418,29.97298726,59.67810648
419,90.24542268,73.78129644
420,55.85589209,3.830138231
421,81.90936927,62.72206444
422,20.87568403,41.52237431
423,56.80684771,48.38292578
424,22.95755663,9.605328042
425,18.39147173,54.89154933
426,12.27207255,47.70552461
427,91.30242559,4.455531618
428,86.3940453,4.47946488
429,16.54993156,30.52185978
430,50.35385559,3.958749837
431,7.702117337,19.32348451
432,18.346361,44.19286574
433,4.333408276,92.97287147
434,90.1167912,44.90860309
435,66.26309636,62.36200029
436,96.55978547,82.32379137
437,20.05023418,36.19667437
438,54.66466639,60.15666591
439,42.42946725,16.57244596
440,0.693356879,16.18937714
441,67.67693872,33.48863048
442,68.07743332,5.165923321
443,97.27036198,68.96427333
444,91.96626999,37.44647763
445,62.79681472,2.223254884
446,74.02487052,25.17298554
447,10.81571873,93.6758394
448,70.45903204,70.81272784
449,81.04235532,40.98011097
450,34.96892519,21.5201683
451,94.70176934,28.87018866
452,69.91321833,54.55441403
453,47.62038264,62.73792326
454,79.15419259,1.0129244
455,93.98449152,93.52294096
456,36.66560487,21.7159981
457,14.5712091,14.82710322
458,57.37271775,22.28985708
459,91.1843525,72.27648815
460,47.55055359,19.61811118
461,74.18084603,16.52541335
462,19.30615756,17.46396355
463,12.53610126,19.53428997
464,25.54113397,83.09790692
465,35.00733041,6.402113908
466,96.08528663,38.94519288
467,51.75759559,73.75306094
468,68.19968275,2.277485746
469,81.88155702,82.72225851
470,65.80079686,59.46415518
471,53.14079992,47.25423523
472,96.83350799,19.86653138
473,91.5558576,23.16573545
474,78.29805446,96.76636675
475,92.16454905,18.55777045
476,19.10748098,65.94137946
477,95.56404896,12.92644837
478,8.065323855,79.39674522
479,3.297223735,95.28866097
480,9.105736366,77.61166058
481,44.15077643,65.64518785
482,4.68118199,58.80042552
483,87.13087261,60.79185198
484,76.37321378,32.36192455
485,77.12139364,85.52137267
486,71.73704937,12.84222124
487,59.84605925,56.03248576
488,62.89405431,6.22067938
489,66.21029334,51.49492985
490,74.77362936,98.88224151
491,81.69559409,91.97995195
492,84.37598898,44.89632302
493,34.21130383,26.03638834
494,82.68033816,25.46979264
495,60.26083287,13.31439384
496,18.9919194,61.3461414
497,12.2154434,76.76526637
498,92.20845436,93.45065424
499,7.0701314,12.34792353
500,4.686760831,21.3747234
501,74.03419622,20.7029281
502,15.55827147,63.42430311
503,6.302416579,9.183605617
504,79.0597415,90.0616933
505,12.25312152,73.89593547
506,67.03451375,36.31639971
507,24.49957424,41.0261608
508,8.01873434,99.07814086
509,58.31482762,13.57017288
510,28.18436332,23.34999379
511,71.05324007,22.8411091
512,24.69043443,0.184231726
513,52.70277825,16.98517282
514,20.94799557,97.56306632
515,75.53001303,69.24793453
516,6.010649906,3.736471098
517,11.68258284,60.35057551
518,28.97275982,41.80874943
519,13.94109025,95.82744383
520,10.65238225,64.57418231
521,33.78696819,17.53683169
522,42.19466015,56.50060061
523,19.65524578,62.05430612
524,37.12727669,79.00171702
525,10.19870134,13.92105359
526,67.09568186,86.83650265
527,15.32945067,20.73888566
528,12.88994411,65.53483336
529,35.07448865,32.02285503
530,72.5571835,54.08289618
531,6.083894628,76.1944954
532,31.84719381,25.78349549
533,70.30719761,89.46776146
534,57.87267374,14.63524296
535,33.14820208,98.74670258
536,23.10452365,18.58948673
537,7.660636928,10.29234708
538,39.14813109,40.46249058
539,48.67424075,44.12325597
540,73.45222976,35.08766781
541,3.103168885,31.29406275
542,17.0991631,95.03969411
543,16.97273317,90.58582811
544,81.48064059,85.96112324
545,23.47383845,77.15191553
546,53.21546911,32.83527058
547,20.98374461,56.2828026
548,56.55540403,99.20997501
549,97.87558503,44.99973886
550,90.95967749,39.01957827
551,25.34827662,53.36113018
552,82.30116967,95.2206278
553,10.57694507,89.5975149
554,92.88021043,42.92142835
555,89.30300554,26.71390462
556,18.50858103,81.6130989
557,5.110792331,95.41729857
558,90.73133147,68.29302931
559,68.83881242,99.85903937
560,54.21949324,89.58335861
561,26.79559943,34.31148792
562,36.93149933,88.30936344
563,90.02504921,81.43112479
564,64.14045073,92.57105094
565,69.9922837,10.89769665
566,14.15902608,56.66310303
567,31.7455441,53.54737531
568,45.85769286,15.86112235
569,5.613900676,36.74575875
570,96.62065317,88.29228199
571,58.02888583,29.6953323
572,90.35220481,53.92261054
573,57.996382,87.82860042
574,79.96837005,74.6587441
575,6.104590334,80.10183085
576,68.4588438,65.16888517
577,62.07246464,97.69783177
578,28.5077562,89.22895724
579,29.25018302,71.61325247
580,5.074571152,78.30562895
581,44.64180364,61.34122718
582,82.97310901,22.26856192
583,59.1499206,69.35402355
584,17.9450241,61.11130677
585,42.94485761,5.401815674
586,51.43422306,90.66223408
587,33.6662412,16.8667246
588,70.89585706,97.17372431
589,60.51396342,61.40349018
590,1.509114074,17.90421152
591,59.3890091,26.98723653
592,13.39588832,24.6225594
593,99.56949282,26.51069242
594,49.0011,77.05525373
595,92.9386811,71.63985315
596,48.85315693,79.05438335
597,37.89118874,17.68803631
598,56.00691587,93.32095402
599,68.36443536,71.67969356
600,9.198116542,40.45227783
601,83.55897332,50.43013735
602,69.93332217,96.76038743
603,26.93995952,39.73492092
604,62.50517376,42.35229896
605,10.69810344,78.37817402
606,20.03039743,92.65584964
607,98.80985304,29.79666743
608,58.35501425,76.64955959
609,66.75850979,76.23094263
610,39.47241788,65.34511518
611,80.37278667,28.15483663
612,32.00879677,40.97766744
613,71.71521086,8.973295814
614,92.22360148,12.09431984
615,97.47062205,28.9441149
616,43.63401256,62.79354715
617,94.89466714,19.24559725
618,74.43887855,42.74932903
619,22.33972286,44.43927578
620,73.25610968,61.26399632
621,12.12961632,59.3694263
622,54.25370796,53.7090907
623,70.54979032,73.21163186
624,18.8346579,57.9171294
625,44.30486516,2.42416974
626,69.64712104,64.96434376
627,6.03991201,48.12535233
628,57.05639832,98.96661404
629,53.60250392,63.72818833
630,82.41617657,94.50386263
631,39.98663218,69.7134273
632,49.45946064,49.35357108
633,84.29043007,81.82809975
634,2.546272483,63.35434316
635,6.201109631,2.398392787
636,85.79647162,0.742575271
637,79.07476349,37.04161873
638,15.10682142,95.74864534
639,41.89190293,51.25199325
640,9.934485281,47.38580636
641,21.1623246,11.39058492
642,38.30748648,79.0936883
643,89.17805352,80.4140837
644,44.48363349,43.78308091
645,75.69336539,27.99264565
646,5.389631921,10.89638742
647,46.82815904,99.81966545
648,93.92998495,32.73703658
649,3.050236506,44.70577092
650,12.42687575,63.1598605
651,39.74728145,82.73409559
652,33.37594487,4.296314761
653,32.54090785,77.52460109
654,62.09598241,20.02998838
655,88.95448933,42.37304115
656,55.07053908,56.83962047
657,70.39496659,54.29380415
658,32.53001047,45.55402784
659,81.59576456,0.361115955
660,47.57342588,67.00597453
661,85.61373679,26.2839494
662,10.10854868,1.763273709
663,42.13280622,1.434951412
664,5.486792094,72.07639848
665,89.84086492,6.511092258
666,83.54641067,26.24604209
667,41.12382639,52.40789996
668,95.98480187,72.17241473
669,55.86937743,64.73553372
670,83.93669813,59.1022252
671,61.46306845,27.67783192
672,85.31873092,35.79498415
673,73.91695378,82.21338972
674,33.90391398,27.18798385
675,73.2080209,69.488583
676,65.32306038,54.53724477
677,77.63357956,8.212564083
678,76.59422988,42.12480832
679,96.14750618,12.00445296
680,17.32943808,21.55720126
681,49.69566757,13.23825094
682,95.40026968,68.65739072
683,51.30463708,77.34190333
684,35.99213342,81.57298646
685,81.00332682,41.54105204
686,22.58007282,14.97797417
687,95.90018668,10.38298799
688,96.14945182,3.105365362
689,74.88280318,15.70218468
690,32.69476899,16.0686659
691,87.1699962,64.61782857
692,9.314948664,95.54820797
693,76.38220391,34.60847563
694,25.80402707,15.08931138
695,88.54415017,86.3011096
696,10.33272524,1.285665167
697,92.16292846,43.80245068
698,81.94624507,51.78509807
699,98.82017694,59.60149703
700,74.22631981,66.53054316
701,43.86370196,12.8388223
702,89.85637921,10.34195655
703,53.00817298,63.62716191
704,32.74390159,19.91731276
705,47.08656699,51.76660963
706,46.7478065,54.681756
707,66.62042102,58.3688931
708,73.98859091,34.73460259
709,75.59984834,6.966416519
710,11.84608919,82.86441358
711,85.71346329,87.83904977
712,86.75302005,69.3307406
713,14.67326829,87.36576046
714,29.28874163,42.38350282
715,47.90879867,52.16984425
716,30.03742331,48.02104021
717,35.38851086,44.13552411
718,97.29659118,35.09878998
719,9.275163852,72.66739061
720,2.309873723,69.33104815
721,72.20411572,56.93782955
722,99.89648111,43.61937836
723,21.5217344,82.32970184
724,71.34161704,37.25836137
725,72.97251185,62.69089994
726,89.04296989,44.83573293
727,27.53176197,51.71024117
728,5.202563695,18.44114708
729,68.90149593,46.11774127
730,90.43853082,65.50965228
731,63.81639141,32.62345865
732,98.4371732,1.530139536
733,63.06825862,64.79533527
734,74.19050989,10.70432759
735,90.40459242,88.93875347
736,89.17187744,19.59979743
737,95.87678119,92.29842727
738,5.470868578,22.60949555
739,93.9826463,28.36081152
740,63.92092804,12.36841738
741,37.43900223,81.77388633
742,32.53013312,67.16735523
743,59.57544286,16.38592067
744,64.68816989,68.3684244
745,43.48715325,45.92543382
746,99.81251158,35.84096464
747,35.60423101,76.44276742
748,38.48490972,56.92992206
749,35.72219713,12.37058835
750,82.28350664,34.18566903
751,32.84337174,23.86546761
752,54.90744441,28.57044964
753,17.34911142,34.4584196
754,9.868594441,39.73612709
755,93.01345363,61.9492823
756,5.501961699,79.39765698
757,16.83968057,53.97722324
758,8.095466963,97.16667908
759,2.001371234,87.66793647
760,62.05983549,96.49864031
761,31.22840874,20.23976429
762,66.50833231,16.81164037
763,51.58906153,47.03263171
764,70.15356523,47.03950444
765,41.75728105,78.073387
766,55.15206402,40.01882787
767,58.17151216,75.63737397
768,59.88198778,51.07605521
769,38.20925246,13.33594254
770,61.73374038,18.246267
771,17.28987964,88.11845017
772,93.62953699,27.22692817
773,56.81361984,39.61355518
774,70.91183876,80.37055088
775,55.05320885,37.4554514
776,34.66226529,75.59131059
777,73.0795561,11.61973793
778,6.936788681,41.18619475
779,13.56875254,68.07164936
780,91.96626887,71.92916572
781,20.65511766,83.99712111
782,62.2560837,87.62975855
783,2.318726125,33.82992197
784,67.01553554,61.93042104
785,82.54237366,99.23704731
786,21.9608186,69.03917979
787,37.04592705,67.68760434
788,41.83449149,64.45413829
789,10.86082307,87.57619826
790,92.56069748,62.53254114
791,25.02500585,94.31746152
792,75.46067044,79.17253847
793,88.76615132,44.58910093
794,75.29720237,86.07318947
795,94.29132297,47.51175182
796,74.91869656,76.25130548
797,67.40661208,91.64048113
798,83.06030758,42.7506808
799,68.59190789,85.52890307
800,50.96875607,63.94245148
801,12.18401514,8.737259845
802,27.99175063,93.25968889
803,29.54356513,54.78711247
804,6.988921541,55.92738806
805,63.59280569,5.179801399
806,54.98136369,69.1138883
807,59.63370764,90.31893194
808,8.704129459,6.98899281
809,94.36596502,49.18445676
810,17.83626421,16.80073613
811,97.933045,91.09404608
812,0.117139856,36.13456261
813,13.45667075,90.2494806
814,95.93126043,95.81251734
815,65.72389641,77.45081904
816,71.23831993,49.66243899
817,19.5134676,90.59831422
818,53.1028639,73.81447319
819,70.24828508,69.58889198
820,22.51345715,76.58855546
821,16.22283752,51.35194498
822,62.19126835,15.27121447
823,77.69953147,90.97306784
824,39.99294126,55.33778672
825,27.55863985,67.18770569
826,52.74792724,95.87845223
827,61.59708816,73.27772533
828,68.45814058,33.14895721
829,98.13053324,36.04680369
830,13.57635514,24.4833183
831,26.46821659,68.96252387
832,66.02358362,54.74472106
833,94.74023999,91.46783801
834,11.42729819,26.12245176
835,46.69305348,20.33377706
836,42.05063449,31.81344288
837,32.70362568,16.16699264
838,87.62327463,63.88474377
839,26.29201384,90.25424991
840,47.13320553,37.16870538
841,40.8607466,12.36317075
842,76.96839251,61.36176213
843,66.50004303,60.08928661
844,17.3451455,70.13906836
845,95.01474248,86.84780579
846,68.2677804,16.66387884
847,49.38705194,55.05995411
848,80.75630676,12.94652431
849,53.30033039,96.88972936
850,80.86932934,51.57182558
851,23.570935,18.68785435
852,19.84869086,30.19848196
853,38.74039458,11.77104345
854,41.89340109,9.115404704
855,94.65038362,51.6193491
856,24.19834862,1.124967768
857,60.5237102,87.35633519
858,89.59625578,43.87528252
859,88.30643405,88.89960531
860,96.35138193,32.52558837
861,85.58734342,98.21132932
862,35.44428215,40.01255469
863,14.39676495,15.19516536
864,16.72140641,87.54559883
865,48.48954281,83.62542113
866,47.16271625,49.21470187
867,10.19501506,62.09709478
868,62.11230915,21.64188256
869,31.62892961,77.48795033
870,40.19210643,49.72426254
871,64.12540844,94.87087559
872,59.73343909,64.67330746
873,42.5250939,83.02769367
874,66.2616862,51.2571303
875,99.22185481,32.58211405
876,54.29422958,66.00871457
877,48.30813287,17.74936161
878,53.10760626,70.44985098
879,35.41934154,46.43337119
880,90.24993434,87.29366351
881,20.08924263,29.04655213
882,60.45099708,53.52031761
883,89.16960953,86.75728761
884,23.51835776,21.94425323
885,35.98622219,74.83717341
886,24.70078848,19.52064094
887,13.9841059,68.8377529
888,4.066870199,80.86410123
889,66.7922364,86.12338508
890,3.52287059,36.32444142
891,9.721038033,43.58289151
892,48.88931172,52.8892732
893,44.75246836,49.4273829
894,92.07578804,13.92411721
895,75.67967635,17.02893727
896,91.86009989,94.61553019
897,10.17169544,70.92769334
898,7.813026447,80.79163432
899,64.65914142,87.9837469
900,51.92066478,96.35623939
901,40.13376977,30.1520259
902,7.901630337,34.47527734
903,93.17663749,56.90957417
904,51.57073771,25.99335198
905,46.43135542,26.93304521
906,92.84658618,37.29622522
907,4.746361105,54.06878185
908,1.03465907,23.4095845
909,79.03156371,34.12322588
910,91.18918117,67.42525916
911,39.30038959,62.89672733
912,79.88635594,84.61330681
913,1.480390158,24.93307621
914,83.02455121,29.38305324
915,89.71116598,70.44156126
916,35.45660346,5.869962752
917,36.37864809,28.19377728
918,91.33366766,5.279729433
919,59.77315296,42.94030954
920,71.83449507,88.73431368
921,45.00383619,59.57310654
922,57.2068471,4.073488065
923,52.19463528,29.30905214
924,6.710101192,26.65072343
925,69.29179623,17.14500444
926,13.31885476,12.28284795
927,40.29682946,36.16682055
928,43.84474863,6.034008876
929,26.00728976,85.97251144
930,4.190163668,82.92771995
931,97.38727392,67.8073521
932,21.34604019,43.28575303
933,63.63074526,34.86329776
934,63.94690327,85.72287673
935,24.69108712,39.58789045
936,46.23697853,94.32224555
937,88.31168365,27.62679413
938,18.81262708,38.49493384
939,52.49920666,97.25863778
940,80.34790006,95.37500924
941,71.76358544,54.31363381
942,98.02805343,35.08009703
943,92.82200294,70.50115142
944,23.82262819,73.22483245
945,6.09518153,29.9922566
946,68.85412745,60.4745037
947,38.13453777,4.74703821
948,62.77466299,73.56298019
949,58.49630706,80.70395035
950,23.37170592,17.90042087
951,57.02586592,76.74697397
952,95.3981451,92.1427529
953,6.947343843,66.25027125
954,67.2599036,70.58784719
955,56.16214145,2.336290469
956,8.823203542,41.2400976
957,46.50381523,22.48506582
958,97.97946148,75.25110306
959,68.67366978,32.42337172
960,43.8910132,79.69775099
961,93.82680206,80.31523634
962,37.46139766,47.02944612
963,68.6757019,99.67165284
964,76.62122492,32.78219331
965,0.356266339,2.875157309
966,67.12337032,82.16594953
967,98.61800288,28.49783301
968,10.54772927,42.15803272
969,90.90488574,73.57201613
970,88.03281012,39.17547461
971,11.00781546,92.41667893
972,83.60502351,80.88362786
973,74.27360436,8.658724208
974,63.87097602,43.32425929
975,44.26714913,27.85147076
976,51.05839833,20.86034935
977,78.78631405,75.47353997
978,12.03445618,95.31413291
979,46.93331503,19.18278318
980,47.57064368,67.03098528
981,45.78532568,58.47629024
982,75.36515362,79.02555406
983,86.13646985,78.70092328
984,47.27388324,91.47663246
985,10.02069664,60.81190222
986,45.4842785,56.47999005
987,24.03406286,44.82798671
988,99.62067733,10.22157324
989,97.93721696,3.60085636
990,54.65585571,53.15823183
991,91.54173914,84.54743176
992,16.77402409,63.19235355
993,56.23069338,16.03577148
994,59.88014652,66.33315501
995,60.82223014,19.41636894
996,69.9152077,29.19586277
997,3.072960993,55.33372079
998,23.46617613,93.62149512
999,96.3110273,48.26286693
